,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,Target,Sub_Target
6215,7.3,0.14,0.76,528.2,15.01,287.1,14.2,0.64,6.64,0.26,2.36,0,1
6216,7.9,0.11,0.74,514.3,25.52,176.4,16.6,0.68,7.14,0.34,2.14,0,0
6217,7.8,0.12,0.72,500.4,26.27,287.1,17.1,0.66,6.24,0.3,2.84,0,1
6218,7.6,0.12,0.68,472.6,30.78,279.1,18.2,0.72,6.36,0.32,2.9,0,1
6219,7.3,0.13,0.75,521.25,28.53,167.1,14.3,0.68,6.32,0.26,2.82,0,0
6220,7.2,0.13,0.66,458.7,25.52,163.1,13.3,0.66,8.18,0.28,2.92,0,0
6221,6.6,0.13,0.6,417,27.77,287.1,9.4,0.64,7.52,0.24,2.82,0,1
6222,6.4,0.13,0.68,472.6,36.03,169.3,8.6,0.66,8.1,0.26,2.76,0,0
6223,6.8,0.14,0.72,500.4,10.51,121.1,7.4,0.68,8.08,0.28,2.74,0,0
6224,6.9,0.14,0.74,514.3,12.01,111.1,9.6,0.64,7.54,0.24,2.46,0,0
6225,7.2,0.15,0.75,521.25,24.02,287.1,9.75,0.62,6.64,0.26,2.52,0,1
6226,7.4,0.15,0.7,486.5,17.26,269.3,8.4,0.64,6.88,0.3,2.46,0,1
6227,7.6,0.15,0.64,444.8,16.51,176.1,7.5,0.66,6.6,0.26,2.52,0,0
6228,7.8,0.15,0.68,472.6,12.76,177.1,7.6,0.68,6.66,0.24,2.5,0,0
6229,7.9,0.15,0.72,500.4,20.27,169.4,10.25,0.66,6.64,0.28,2.64,0,0
6230,8,0.17,0.7,486.5,17.26,287.1,14.4,0.68,6.72,0.26,2.64,0,1
6231,7.2,0.72,0.66,459,9.76,159.39,9.91,0.86,7.12,0.44,0.78,0,0
6232,7.6,0.8,0.64,445,21,112.25,10.7,0.82,6.44,0.36,0.86,0,0
6233,7.2,0.73,0.6,417,10.51,141.43,12.9,0.78,6.58,0.4,0.82,0,0
6234,7.1,0.76,0.74,514,11.26,135.82,14.2,0.64,7.16,0.56,1.12,0,0
6235,7.1,0.75,0.68,473,12.76,110,15,0.62,7.56,0.48,0.74,0,0
6236,7,0.72,0.75,521,10.51,89.8,11.6,0.6,6.62,0.32,0.72,0,0
6237,7.8,0.81,0.7,486,19.52,112.25,9.91,0.76,6.5,0.52,0.96,0,0
6238,7,0.87,0.72,500,9.76,130.21,13.3,0.72,6.84,0.32,1.38,0,0
6239,7.9,0.75,0.62,431,7.5,122.35,15.5,0.74,6.52,0.58,1.26,0,0
6240,7.7,0.76,0.7,486,9,110,13.2,0.68,6.56,0.42,0.72,0,0
6241,7.5,0.71,0.58,403,9.76,114.49,15.9,0.76,6.76,0.28,0.7,0,0
6242,7.6,0.72,0.64,445,7.5,94.29,16.3,0.88,6.44,0.26,0.92,0,0
6243,7.4,0.73,0.68,473,11.26,110,12.4,0.8,6.12,0.24,0.88,0,0
6244,7.2,0.74,0.66,459,10.51,112.25,15,0.74,8.48,0.44,1.26,0,0
6245,7.3,0.71,0.72,500,11.26,89.8,15.5,0.72,6.46,0.5,1.18,0,0
6246,7.8,0.12,0.75,521.25,12.01,161.5,8.4,0.68,7.14,0.26,2.42,0,0
6247,7.9,0.12,0.68,472.6,24.77,137.2,9.6,0.66,8.18,0.24,2.46,0,0
6248,8,0.13,0.7,486.5,12.01,167.5,10.2,0.68,8.22,0.28,2.48,0,0
6249,8.2,0.13,0.62,430.9,24.02,139.7,13.3,0.7,8.26,0.26,2.92,0,0
6250,8.5,0.14,0.66,458.7,17.26,267.5,14.4,0.72,7.84,0.28,2.8,0,1
6251,7.9,0.14,0.74,514.3,23.27,113.2,15.6,0.66,7.76,0.3,2.76,0,0
6252,7.8,0.15,0.72,500.4,20.27,163.1,17.7,0.64,9.72,0.32,2.74,0,0
6253,7.6,0.15,0.7,486.5,13.51,139.3,19,0.66,7.14,0.26,2.66,0,0
6254,7.7,0.16,0.75,521.25,11.26,263.5,18.2,0.68,7.26,0.24,2.64,0,1
6255,7.4,0.16,0.62,430.9,21,163.2,10,0.66,6.68,0.26,2.6,0,0
6256,7.2,0.17,0.66,458.7,13.51,239.1,11.2,0.62,6.88,0.28,2.62,0,1
6257,7,0.17,0.72,500.4,18.01,167.2,10.5,0.64,6.82,0.3,2.66,0,0
6258,6.9,0.18,0.68,472.6,23.27,189.3,9.4,0.66,6.9,0.32,2.64,0,0
6259,7,0.18,0.74,514.3,18.01,269.2,11.2,0.64,6.76,0.26,2.14,0,1
6260,7.2,0.19,0.75,521.25,18.77,139.1,14.4,0.66,6.72,0.24,2.86,0,0
6261,7.4,0.19,0.7,486.5,10.51,167.2,15.5,0.64,6.66,0.26,2.72,0,0
6262,7.6,0.2,0.66,458.7,16.51,239.2,12.2,0.66,7.14,0.26,2.8,0,1
6263,7.7,0.2,0.6,417,24.77,167.2,13.3,0.64,7.24,0.24,2.82,0,0
6264,7.4,0.22,0.64,444.8,18.01,169.3,15.5,0.66,7.26,0.3,2.7,0,0
6265,8,0.23,0.72,500.4,18.77,269.5,14,0.64,7.32,0.32,2.76,0,1
6266,8.2,0.23,0.68,472.6,19.52,287.6,13.5,0.66,6.86,0.28,2.42,0,1
6267,8.5,0.24,0.74,514.3,14.26,169.2,16.6,0.64,6.62,0.26,2.48,0,0
6268,8,0.24,0.75,521.25,21,169.5,15.4,0.66,6.6,0.28,2.56,0,0
6269,7.9,0.25,0.7,486.5,10.51,187.2,13.2,0.64,6.56,0.26,2.84,0,0
6270,7.8,0.26,0.66,458.7,18.01,263.1,14.6,0.64,6.54,0.24,2.9,0,1
6271,7.7,0.27,0.6,417,24.02,163.1,15.5,0.62,6.6,0.22,2.72,0,0
6272,7.4,0.27,0.5,463.1,17.26,163.5,14.4,0.64,6.6,0.24,2.74,0,0
6273,7.5,0.28,0.64,444.8,23.27,269.2,13.3,0.66,6.24,0.24,2.16,0,1
6274,7.2,0.29,0.76,486.5,15.76,163.6,14.4,0.64,6.26,0.28,2.22,0,0
6275,5.6,0.13,0.76,528.2,11.26,169.2,9.45,0.68,6.58,0.24,2.54,0,0
6276,5.8,0.14,0.7,486.5,21,267.2,10.25,0.66,6.66,0.26,2.46,0,1
6277,6,0.14,0.72,500.4,14.26,197.6,11.5,0.7,6.68,0.3,2.42,0,0
6278,6.2,0.16,0.68,472.6,12.76,167.2,10.23,0.66,7.14,0.32,2.36,0,0
6279,6.4,0.16,0.74,514.3,24.77,196.5,8.6,0.64,7.22,0.28,2.94,0,0
6280,6.6,0.17,0.75,521.25,16.51,269.2,7.6,0.72,6.36,0.26,2.9,0,1
6281,6.8,0.17,0.66,458.7,10.51,306.2,12.2,0.66,6.34,0.26,2.82,0,1
6282,7,0.18,0.7,486.5,18.77,116.2,14.4,0.64,6.62,0.28,2.88,0,0
6283,7.2,0.18,0.66,458.7,18.01,167.5,8.5,0.66,6.68,0.32,3.36,0,0
6284,7.4,0.19,0.72,500.4,22.52,197.3,16.6,0.62,6.62,0.3,2.24,0,0
6285,7.6,0.19,0.75,521.25,24.77,195.1,7.45,0.64,6.84,0.34,3.1,0,0
6286,6.2,0.77,0.65,452,22.5,87.55,16.3,0.5,7.62,0.52,2.5,0,0
6287,6.5,0.8,0.54,375,21,87.5,14.6,0.58,7.54,0.38,2.26,0,0
6288,6.4,0.83,0.7,486,18.01,116.7,15.9,0.82,6.53,0.3,1.52,0,0
6289,6.5,0.79,0.68,473,17.26,121.2,14.2,0.58,7.86,0.32,1.32,0,0
6290,6.6,0.82,0.66,459,18.77,76.3,16.3,0.86,6.58,0.52,1.58,0,0
6291,8,0.13,0.64,444.8,16.51,169.7,7.89,0.8,7.38,0.44,1.4,0,0
6292,8.1,0.14,0.66,458.7,18.01,287.5,15.63,1.26,7.76,0.26,1.38,0,1
6293,8.2,0.14,0.7,486.5,12.01,169.1,14.02,1.32,7.42,0.28,1.22,0,0
6294,8.4,0.14,0.75,521.25,17.26,287.6,11.23,1.46,7.58,0.42,1.34,0,1
6295,7.8,0.15,0.78,542.1,21,287.4,9.11,1.4,7.46,0.32,1.48,0,1
6296,7.6,0.16,0.72,500.4,11.26,237.1,16.6,1.42,7.34,0.38,1.26,0,1
6297,7.9,0.16,0.64,444.8,14.26,167.1,23.2,1.22,6.62,0.3,1.32,0,0
6298,8,0.17,0.66,458.7,10.51,267.1,20.2,0.84,6.54,0.44,1.28,0,1
6299,7.8,0.17,0.74,514.3,15.01,169.4,16.45,0.76,6.42,0.4,1.52,0,0
6300,7.6,0.18,0.76,528.2,9.76,281,15.5,0.72,7.56,0.24,1.34,0,1
6301,7.7,0.18,0.7,486.5,9,216.4,16.6,1.36,6.48,0.36,1.28,0,0
6302,7.9,0.18,0.66,458.7,11.26,297.1,11.25,1.48,6.36,0.48,1.16,0,1
6303,7.5,0.22,0.68,472.6,21,287.1,14.46,1.26,6.24,0.26,1.4,0,1
6304,7.4,0.23,0.72,500.4,10.51,169.4,13.23,1.2,6.18,0.22,1.36,0,0
6305,7,0.24,0.76,528.2,15.01,283.1,12.25,1.28,7.58,0.42,1.22,0,1
6306,7.2,0.24,0.78,542.1,10.51,229.3,11.2,1.4,8.42,0.24,1.38,0,0
6307,6.9,0.24,0.75,521.25,11.26,291.4,16.25,1.46,6.46,0.2,1.2,0,1
6308,6.7,0.25,0.74,514.3,21,283.1,10.23,0.78,6.32,0.36,1.18,0,1
6309,6.5,0.25,0.64,444.8,14.26,297.6,18.1,0.86,6.38,0.34,1.44,0,1
6310,6.7,0.25,0.6,417,12.01,169.5,16.66,1.34,6.26,0.38,1.32,0,0
6311,6.6,0.26,0.7,486.5,17.26,283.1,15.4,1.38,6.28,0.26,1.3,0,1
6312,7,0.26,0.74,514.3,16.56,269.3,13.2,1.42,6.4,0.22,1.26,0,1
6313,7.3,0.27,0.75,521.25,10.51,289.4,9.4,1.48,6.52,0.46,1.38,0,1
6314,7.6,0.27,0.68,472.6,11.26,169.3,18.02,1.4,6.58,0.48,1.24,0,0
6315,7.9,0.16,0.64,444.8,21.6,199.4,16.6,0.68,6.48,0.36,1.26,0,0
6316,7.6,0.17,0.72,500.4,13.51,287.6,18.1,0.74,7.26,0.28,1.38,0,1
6317,7.4,0.17,0.76,528.2,11.26,226.3,19.2,0.66,6.34,0.34,1.44,0,0
6318,7.2,0.18,0.7,486.5,9,287.6,11.23,0.82,6.32,0.24,1.22,0,1
6319,7,0.18,0.78,542.1,9.76,291.3,20.2,0.76,6.44,0.22,1.36,0,1
6320,6.8,0.19,0.75,521.25,13.51,267.4,11.4,0.78,6.18,0.2,1.32,0,1
6321,6.7,0.24,0.68,472.6,11.26,179.4,10.56,0.62,7.24,0.42,1.46,0,0
6322,6.5,0.24,0.72,500.4,21,188.3,13.42,0.66,6.36,0.46,1.52,0,0
6323,7.6,0.26,0.74,514.3,9,286.1,16.6,0.74,6.38,0.48,1.5,0,1
6324,8.2,0.12,0.6,417,11.26,168.6,11.23,0.86,6.46,0.26,1.28,0,0
6325,6.7,0.25,0.66,459,12.76,169.2,8.81,3.8,7.9,0.64,1.88,0,0
6326,6.8,0.25,0.72,500,9,142.5,9.01,1.32,7.14,0.56,1.72,0,0
6327,7.1,0.25,0.75,521,8.25,211,9.11,1.16,6.36,0.62,1.8,0,0
6328,7.2,0.24,0.7,487,21,417,10.01,2.46,7.42,0.68,1.92,0,1
6329,6.9,0.22,0.68,473,9.76,149.2,12.9,1.58,7.48,0.7,1.76,0,0
6330,6.8,0.19,0.76,528,24.77,150.4,16,1.64,7.52,0.72,1.82,0,0
6331,6.7,0.18,0.78,542,20.27,158,9.91,1.82,6.6,0.6,2.1,0,0
6332,6.6,0.18,0.74,514,12.76,117.8,10.01,1.3,6.64,0.62,1.34,0,0
6333,7.9,0.24,0.54,375.3,26.27,323.2,11.25,1.36,8.46,0.42,1.28,0,1
6334,7.6,0.27,0.6,417,27.77,297.8,12.26,1.34,7.3,0.26,1.2,0,1
6335,7.8,0.28,0.52,361.4,26.27,269.3,18.25,1.12,7.44,0.36,1.42,0,1
6336,8,0.24,0.54,375.3,27.77,223.4,14.65,1.56,7.52,0.48,1.18,0,0
6337,7.9,0.27,0.62,430.9,28.53,267.4,13.45,1.44,6.5,0.26,1.46,0,1
6338,7.5,0.25,0.66,458.7,26.27,233.2,19,1.48,7.44,0.22,1.32,0,1
6339,7.6,0.26,0.56,389.2,29.28,237.4,18.65,1.56,7.4,0.52,1.26,0,1
6340,7.8,0.26,0.62,430.9,27.77,267.8,11.2,1.38,7.36,0.58,1.22,0,1
6341,7.7,0.24,0.58,403.1,29.28,367.4,19.25,1.32,7.28,0.32,1.38,0,1
6342,7,0.27,0.64,444.8,21,283.6,12.8,0.72,7.46,0.44,1.3,0,1
6343,7.2,0.15,0.58,403.1,14.26,167.4,20.6,0.66,7.18,0.52,1.26,0,0
6344,7.9,0.18,0.54,375.3,15.01,269.1,16.4,0.68,6.32,0.26,1.2,0,1
6345,7.9,0.18,0.54,375.3,15.01,269.1,16.4,0.68,6.32,0.26,1.2,0,1
6346,6.8,0.13,0.52,362.79,59.31,144.8,19.6,5.26,13.02,1.02,4.04,0,0
6347,7,0.14,0.95,656.75,23.22,107.76,27.2,0.52,9.46,1.4,2,0,3
6348,6.7,0.15,0.68,436.42,24.77,181.08,28.2,0.64,10.48,1.44,2.1,0,0
6349,6.8,0.18,0.99,688.05,24.77,124.32,24.4,0.72,11.66,1.04,2.248,0,3
6350,6.7,0.17,0.68,472.6,25.5,171.74,30.2,5.28,10.06,1.04,2.1,0,0
6351,6.7,0.17,0.53,366.96,13.59,94.52,13.3,0.68,13,1.12,2.36,0,0
6352,6.3,0.15,0.96,667.2,27.02,96.54,22.3,0.62,11.04,1.36,2.62,0,3
6353,6.1,0.39,0.7,486.5,15.01,103.61,24.2,0.66,10.13,1,2.48,0,0
6354,6.6,0.24,0.6,417,17.26,287.3,18,0.62,6.84,0.24,1.9,0,1
6355,6.7,0.27,0.58,403.1,10.51,283.1,19.1,0.6,6.1,0.32,1.96,0,1
6356,6.5,0.28,0.66,458.7,18.01,276.3,18.6,0.66,6.88,0.36,1.84,0,1
6357,6.9,0.24,0.56,389.2,16.51,226.3,16.2,0.68,7.82,0.28,1.72,0,0
6358,6.6,0.3,0.54,375.3,13.51,263.6,16,0.64,7.64,0.26,1.76,0,1
6359,6.9,0.24,0.5,347.5,11.26,273.1,15.6,0.66,6.36,0.22,1.74,0,1
6360,6.8,0.23,0.52,361.4,21,267.3,14.8,0.68,6.88,0.24,1.66,0,1
6361,7,0.22,0.62,430.9,13.51,302.1,15.8,0.64,7.02,0.26,1.84,0,1
6362,7.2,0.26,0.7,485.5,15.76,276.5,15.2,0.66,7.38,0.28,1.72,0,1
6363,7.1,0.26,0.75,521.25,16.51,287.1,13.4,0.64,7.62,0.24,1.76,0,1
6364,6.9,0.25,0.68,472.6,15.01,297.3,20,0.64,6.64,0.26,1.68,0,1
6365,6.8,0.24,0.64,444.8,18.01,251.3,19.4,0.66,6.56,0.24,1.64,0,1
6366,7.1,0.25,0.56,389.2,12.01,227.6,12.4,0.66,6.24,0.22,1.86,0,0
6367,7,0.27,0.58,403.1,17.26,287.3,11.6,0.68,5.32,0.26,1.8,0,1
6368,7.2,0.27,0.62,430.9,12.76,226.1,16.2,0.64,6.28,0.28,1.72,0,0
6369,7.3,0.29,0.64,444.8,11.26,297.6,15,0.58,6.3,0.26,1.76,0,1
6370,7.5,0.24,0.7,486.5,21,263.1,11.6,0.52,7.18,0.24,1.88,0,1
6371,7.2,0.22,0.72,500.4,10.51,297.5,13.4,0.6,6.64,0.26,1.76,0,1
6372,7.6,0.27,0.64,444.8,15.01,287.3,11.2,0.62,5.82,0.3,1.86,0,1
6373,7.4,0.24,0.58,403.1,18.77,257.3,10.8,0.56,5.76,0.26,1.82,0,1
6374,7.3,0.27,0.54,375.3,12.01,297.3,13.6,0.64,5.54,0.28,1.72,0,1
6375,7.5,0.24,0.6,417,17.26,263.1,15.2,0.7,6.68,0.22,1.66,0,1
6376,7.2,0.28,0.56,389.2,11.26,275.1,15.6,0.66,6.1,0.24,1.82,0,1
6377,7.3,0.27,0.58,403.1,14.26,293.2,14.4,0.68,7.42,0.28,1.86,0,1
6378,7.6,0.3,0.62,430.9,21,265.1,13.2,0.66,7.48,0.24,1.64,0,1
6379,7.3,0.15,0.75,521.25,14.26,267.3,11.25,1.12,7.34,0.48,2.4,0,1
6380,7.5,0.16,0.74,514.3,20.27,179.4,14.65,1.76,6.62,0.36,2.54,0,0
6381,7.7,0.18,0.78,542.1,15.76,263.2,19.25,1.38,6.58,0.24,2.52,0,1
6382,7.9,0.18,0.76,528.2,12.76,276.3,18.65,0.72,6.34,0.42,2.64,0,1
6383,6.9,0.19,0.72,500.4,10.51,293.1,11.05,0.68,6.22,0.4,2.78,0,1
6384,7.2,0.2,0.68,472.6,18.77,263.5,9.65,0.74,6.4,0.56,2.26,0,1
6385,7.8,0.2,0.7,486.5,18.01,283.6,6.45,0.8,6.24,0.44,2.34,0,1
6386,5.9,0.12,0.76,528.2,12.01,199.4,17.65,0.78,6.52,0.26,2.32,0,0
6387,6.2,0.13,0.75,521.25,12.01,263.2,17.03,0.66,6.36,0.52,2.56,0,1
6388,6.4,0.14,0.72,500.4,17.26,279.3,11.25,0.64,6.26,0.22,2.48,0,1
6389,6.7,0.14,0.7,486.5,23.27,116.2,10.51,1.62,6.2,0.66,2.34,0,0
6390,6.9,0.15,0.76,528.2,10.51,263.1,15.05,1.66,6.18,0.34,2.22,0,1
6391,7.1,0.15,0.78,542.1,15.01,169.5,12.76,1.58,6.64,0.58,2.38,0,0
6392,7.2,0.16,0.74,514.3,18.77,263.4,11.05,1.54,6.2,0.52,2.2,0,1
6393,7.4,0.16,0.72,500.4,12.76,289.6,10.1,0.88,6.38,0.24,2.16,0,1
6394,7.7,0.5,0.7,486.5,12.01,794.8,16.4,0.76,7.46,0.34,0.86,0,1
6395,7.9,0.4,0.93,646.3,11.26,950.8,14.6,0.68,7.4,0.32,0.72,0,1
6396,7.3,0.5,0.94,653.3,10.51,909.3,11.2,0.62,6.38,0.4,0.74,0,1
6397,7.6,0.5,0.88,616.6,18.01,661.2,7.71,0.6,6.36,0.44,0.88,0,1
6398,7.5,0.5,0.95,660.2,11.26,797,12.04,0.68,7.14,0.32,1.16,0,1
6399,7.7,0.5,0.91,632.4,15.01,698.2,13.98,0.66,7.22,0.28,1.24,0,1
6400,6.8,0.3,1.1,764,13.51,151.2,10.3,1.2,9,0.46,1.66,0,3
6401,6.7,0.3,1.2,834,12.76,207.3,14.6,0.72,7.48,0.4,1.72,0,3
6402,6.7,0.3,1.2,834,9.76,210.1,16.3,0.74,7.52,0.24,1.88,0,3
6403,6.7,0.6,0.88,611.1,8.25,401,15.5,0.68,7.92,0.36,1.92,0,1
6404,6.8,0.3,1.2,834,6,223.1,8.25,0.7,8.12,0.36,1.72,0,3
6405,6.9,0.4,1.2,834,6.75,353.1,13.7,0.72,8.46,0.34,1.86,0,3
6406,8,0.5,1.2,834,27.22,313.1,15.5,0.68,7.16,0.36,1.88,0,3
6407,8,0.5,1.3,903.5,23.27,507.1,20.3,0.64,8.08,0.42,1.9,0,3
6408,6.8,0.3,1.3,917.4,9,512.1,14.6,0.72,8.1,0.28,1.9,0,3
6409,7.6,0.13,0.6,417,21,286.3,14.35,0.64,8.18,0.24,2.86,0,1
6410,7.7,0.15,0.68,472.6,13.51,197.3,13.65,0.66,7.96,0.28,2.1,0,0
6411,7.5,0.17,0.58,403.1,12.76,287.2,12.24,0.66,7.94,0.32,1.92,0,1
6412,7.4,0.19,0.7,486.5,10.51,163.2,11.65,0.68,7.92,0.34,1.96,0,0
6413,7.3,0.15,0.66,458.7,12.01,197.5,10.45,0.7,6.84,0.4,2.248,0,0
6414,7.2,0.26,0.54,375.3,11.26,163.2,17.25,0.66,7.9,0.36,1.82,0,0
6415,6.9,0.23,0.6,417,10.51,176.5,18.35,0.64,10.24,0.32,1.86,0,0
6416,8.4,0.15,0.64,444.8,10.51,156.9,15.45,0.66,6.46,0.56,1.36,0,0
6417,7.7,0.17,0.6,417,15.01,213.6,16.62,0.62,6.42,0.52,1.28,0,0
6418,7.6,0.18,0.58,403.1,12.01,297.6,18.6,0.76,6.16,0.44,1.24,0,1
6419,7.4,0.14,0.5,347.5,17.26,281.4,10.22,0.64,4.58,0.34,1.34,0,1
6420,8.2,0.18,0.56,389.2,11.26,156.6,18.76,0.68,6.44,0.58,1.22,0,0
6421,7.1,0.15,0.66,458.7,21,269.4,15.24,0.62,5.82,0.32,1.12,0,1
6422,7.6,0.17,0.68,472.6,13.51,293.6,11.2,0.66,4.78,0.22,1.3,0,1
6423,7.2,0.18,0.6,417,10.51,167.4,17.2,0.74,6.56,0.26,1.44,0,0
6424,8,0.23,0.58,403.1,15.01,216.3,17.8,0.78,6.8,0.44,1.46,0,0
6425,8.3,0.23,0.64,444.8,18.01,176.1,19.5,0.76,6.64,0.58,1.38,0,0
6426,7.2,0.25,0.62,430.9,12.01,296.3,16.64,0.66,6.68,0.36,1.24,0,1
6427,7.6,0.23,0.54,375.3,17.26,287.2,18.24,0.72,6.52,0.28,1.18,0,1
6428,6.9,0.18,0.6,417,21,169.1,13.4,0.7,5.42,0.54,1.52,0,0
6429,6.8,0.23,0.54,375.3,24.77,227.6,13.6,0.66,5.46,0.38,1.36,0,0
6430,8,0.24,0.58,403.1,18.77,169.4,12.4,0.76,6.38,0.26,1.36,0,0
6431,8.2,0.25,0.62,430.9,22.52,276.1,13.4,0.84,6.44,0.4,1.58,0,1
6432,8.4,0.26,0.66,458.7,11.26,169.4,13,0.8,7.12,0.52,1.32,0,0
6433,7.4,0.15,0.56,389.2,13.51,196.4,14.8,0.86,6.34,0.5,1.36,0,0
6434,8.2,0.18,0.6,417,18.01,267.1,12.4,0.66,7.2,0.32,1.34,0,1
6435,8.4,0.15,0.66,458.7,12.01,293.2,12.2,0.6,6.48,0.38,1.18,0,1
6436,6.8,0.15,0.7,486.5,17.26,276.4,16.6,0.86,6.56,0.28,1.56,0,1
6437,6.9,0.17,0.68,472.6,11.26,281.4,20.4,0.84,6.32,0.44,1.48,0,1
6438,6.8,0.18,0.64,444.8,17.26,226.1,22.6,0.66,6.34,0.26,1.4,0,0
6439,7.2,0.14,0.56,389.2,10.51,287.1,16.2,0.62,5.36,0.3,1.22,0,1
6440,7.4,0.15,0.52,361.4,15.01,167.2,12.8,0.68,6.38,0.44,1.36,0,0
6441,7,0.24,0.74,514,17.26,163.8,10.7,1.46,6.86,0.72,1.96,0,0
6442,7.1,0.17,0.74,514.3,9,182,11.23,0.86,6.18,0.22,1.2,0,0
6443,7.4,0.13,0.7,486.5,11.26,165.5,12,0.78,6.26,0.44,1.48,0,0
6444,7.6,0.18,0.66,458.7,21,182.6,11,0.72,6.34,0.26,1.46,0,0
6445,7.9,0.15,0.64,444.8,14.26,188.2,12.2,0.68,6.32,0.28,1.26,0,0
6446,8,0.21,0.6,417,9.76,222.1,12.06,0.74,7.42,0.46,1.28,0,0
6447,8.2,0.21,0.66,458.7,9,269.3,11.23,0.76,6.68,0.24,1.12,0,1
6448,8.5,0.22,0.66,458.7,8.25,287.1,10.24,0.82,6.54,0.22,1.26,0,1
6449,8.5,0.22,0.66,458.7,8.25,287.1,10.24,0.82,6.54,0.22,1.26,0,1
6450,7.8,0.2,0.74,514.3,9,169.3,9.45,0.64,7.36,0.26,1.32,0,0
6451,7.5,0.17,0.75,521.25,11.26,267.2,16.6,0.62,6.58,0.44,1.24,0,1
6452,7.4,0.19,0.72,500.4,21,179.3,8.45,0.6,6.46,0.3,1.18,0,0
6453,7.6,0.16,0.64,444.8,14.26,263.1,11,0.86,6.48,0.34,1.3,0,1
6454,7.2,0.16,0.7,486.5,10.5,176.3,13.45,0.66,6.5,0.28,1.42,0,0
6455,7.5,0.15,0.62,430.9,15.01,267.1,8.68,0.78,6.38,0.32,1.26,0,1
6456,7.3,0.17,0.58,403.1,18.01,283.1,7.65,0.66,6.26,0.26,1.22,0,1
6457,7.2,0.18,0.56,389.2,12.01,269.3,6.3,0.68,6.74,0.2,1.48,0,1
6458,7.1,0.14,0.62,430.9,17.26,169.3,5.4,0.86,6.42,0.22,1.36,0,0
6459,7.8,0.15,0.7,468.5,11.26,267.3,9.6,0.84,6.5,0.42,1.3,0,1
6460,7.9,0.18,0.75,521.25,21,276.9,18.5,0.82,6.34,0.46,1.44,0,1
6461,8.1,0.13,0.74,514.3,10.5,197.8,17.2,0.66,6.32,0.24,1.28,0,0
6462,8.2,0.17,0.68,472.6,15.01,267.6,16.4,0.64,7.58,0.28,1.2,0,1
6463,8.5,0.18,0.72,500.4,12.01,293.6,13.4,0.72,6.12,0.44,1.22,0,1
6464,7.9,0.15,0.7,486.5,15.01,269.3,16.6,0.76,6.22,0.26,1.42,0,1
6465,8.2,0.14,0.66,458.7,11.26,273.6,10.25,0.68,6.48,0.22,1.54,0,1
6466,7,0.17,0.62,430.9,17.26,267.4,10.72,1.26,6.86,0.28,1.38,0,1
6467,6.9,0.16,0.56,389.2,12.76,287.1,14.44,1.38,6.32,0.24,1.22,0,1
6468,6.8,0.15,0.6,417,13.51,267.1,13.58,1.34,6.56,0.22,1.2,0,1
6469,6.6,0.15,0.62,430.9,14.26,222.1,12.82,1.4,6.54,0.2,1.44,0,0
6470,6.8,0.13,0.68,472.6,21,261.4,16.76,0.76,7.42,0.18,1.22,0,1
6471,6.7,0.14,0.66,458.7,11.26,167.3,15.72,0.86,7.48,0.32,1.26,0,0
6472,7,0.17,0.7,486.5,10.51,187.1,21.4,0.62,6.58,0.36,1.4,0,0
6473,8.1,0.15,0.72,500.4,12.01,227.6,18.6,0.92,6.42,0.48,1.22,0,0
6474,8.3,0.15,0.58,403.1,11.26,213.2,14.82,0.7,6.32,0.2,1.2,0,0
6475,8.2,0.28,0.62,430.9,10.51,279.8,7.14,1.24,6.76,0.4,1.56,0,1
6476,8.1,0.25,0.66,458.7,23.27,367.3,26.4,1.36,6.82,0.72,1.68,0,1
6477,8,0.27,0.7,486.5,17.26,265.2,20.4,1.44,6.84,0.44,1.5,0,1
6478,8.4,0.25,0.74,514.3,24.02,269.3,13.2,1.42,6.64,0.4,1.52,0,1
6479,8.3,0.25,0.75,521.25,27.97,316.8,11.6,1.46,6.78,0.76,1.46,0,1
6480,8.6,0.27,0.76,528.2,18.77,267.5,11.51,0.96,8.16,0.34,1.16,0,1
6481,8.5,0.28,0.68,472.6,22.52,363.1,16.48,0.92,9.24,0.42,1.24,0,1
6482,8.8,0.25,0.6,417,15.01,265.2,14.2,0.84,11.76,0.36,1.34,0,1
6483,8.4,0.27,0.7,486.5,18.77,199.8,18.6,1.24,9.48,0.4,1.28,0,0
6484,8.3,0.26,0.7,500.4,15.01,363.3,15.9,1.18,8.62,0.32,1.08,0,1
6485,8.1,0.28,0.74,514.3,24.77,293.5,22.2,0.82,9.32,0.68,1.12,0,1
6486,8.1,0.28,0.74,514.3,24.77,293.5,22.2,0.82,9.32,0.68,1.12,0,1
6487,7.9,0.27,0.75,521.25,12.01,316.3,11.01,0.98,9.36,0.54,1.3,0,1
6488,7.8,0.25,0.66,458.7,17.26,279.1,15,0.94,6.34,0.72,1.18,0,1
6489,8,0.27,0.6,417,25.52,281.2,16.4,1.22,6.76,0.56,1.46,0,1
6490,8,0.23,0.64,444.8,27.77,269.4,16.2,1.36,6.46,0.46,1.28,0,1
6491,8.2,0.24,0.58,403.1,26.27,276.5,15.6,1.2,6.82,0.52,1.32,0,1
6492,8.1,0.25,0.68,472.6,26.27,269.3,12.8,1.32,6.32,0.38,1.2,0,1
6493,8.5,0.6,1,695,20.27,225.3,11,0.92,7.46,0.36,1.18,0,3
